Gender,Degree,Course,Interests,Skills(Multiple),Working
Female,B.Tech,Electronics and Communication Engineering,IT,"Python, Editing, Team work, Problem Solving skills, Writing",Student (Unemployed)
Male,B.Tech,Electronics and Communication Engineering,"Take risk for Profits, Technology","Python, SQL, Work under Pressure",Student (Unemployed)
Female,B.Tech,Electronics and communication engineering,Software Job,NO,Junior programmer
Male,B.Tech,Mechanical Engineering,Software Job,Diploma in visual effects,Vfx artist
Female,B.Tech,Civil engineering,Technology,"Civil & Criminal Law, Communication Skills, Sales",Student (Unemployed)
Male,B.Tech,Mechanical Engineering,Software Job,NO,logical trainee associate
Male,B.E,Automobile Engineering,Technology,"Python, Java, SQL, Oracle, Programming, Team work, Linux, Problem Solving skills, Subject Knowledge",PLM CONSULTANT 
Male,BE,Mechanical Engineering,Govt. Job,Communication skills,Quality Engineer
Male,BE,Mathematics,Web development,Programming Language skills;Leadership,NA
Male,BE,Mechanical,Technology,Designing skills,Design engineer
Male,BBA,Business Administration,Entrepreneurship,"Business Knowledge, People Management, Negotiation Skills, Work under Pressure, Leadership, Creativity Skills, Logical Skills, Interpersonal Skills, Problem Solving skills",Student (Unemployed)
Male,B.Tech,Computer Science Engineering,Technology;Trading;Understand human behaviour;Design,Critical Thinking;Artistic/Creative Skills;Leadership;Product knowledge;Problem Solving skills;Designing skills,UX designer
Male,BBA,Human resources,Financial Analysis;Research;Technology;Understand human behaviour;Data analytics;Game industry,Accounting Skills;Business Knowledge;People management;Communication skills;Product knowledge;Data Visualization skills( Power Bi/ Tableau );SQL;HR;Good communication skills,Swimming coach
Female,B.Sc,Computer Science Engineering,"Take risk for Profits, Teaching, Technology","Accounting Skills, Business Knowledge, Programming, People Management, Leadership, Creativity Skills, Team work, Excel, Presentation Skills, Problem Solving skills, Reporting",Office assistant and acoounts
Female,BCA,Computers Science,Research;Technology;Web Designing;Content Writing;Digital marketing,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Communication skills;Problem Solving skills;Designing skills;Writing skills;C++;Presentation Skills;Linux;Artificial Intelligence;SQL;Content creation;Java;Cloud Computing,Software Programmer
Male,B.Sc,Statistics,Financial Analysis;Research;Sales/Marketing;Technology;Trading;Understand human behaviour;Understand human body;Supply Chain Analysis;Web Designing;Content Writing;Data analytics;Data scientist;Web development;Market reserach;Social media marketing;Gardening;Social causes,Accounting Skills;Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;Finance related skills;Civil & Criminal Law;Communication skills;Problem Solving skills;Risk management skills;Designing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Sales;Social Media Marketing;Interpersonal skills;Presentation Skills;R;Python;SQL;Content creation;Java;Cloud Computing;Architecture,Assistant System Engineer
Male,BCA,MCA,Technology;Web Designing;Data analytics;Data scientist;Web development;All fields related to Data science.;Machine Learning,Programming Language skills;Python;SQL;Java;AWS;Javascript,Back-end Developer
Male,B.Tech,Mechanical Engineering,Oil and Gas,Critical Thinking;People management;Communication skills;Negotiation skills;Client management;Refinery Operations,Maintenance Engineer-Mechanical
Male,B.Tech,Civil Engineering,"Take risk for Profits, Trading, Understand Human Behaviour","Analytic Thinking, People Management, Creativity Skills, Excel, Reading",Planning manager
Male,BE,Mathematics,Home interior design,Programming Language skills;Critical Thinking;Editing,Operator
Female,BCA,Computer Applications,Technology;Data analytics,Accounting Skills;Active Listening;Communication skills;Problem Solving skills;Writing skills;Interpersonal skills,NA
Male,BE,Automobile Engineering,Technology;Sports Industry,Gathering Information;People management;Communication skills;Product knowledge;Problem Solving skills;Java;Client management;Good communication skills,Associate Software Engineer
Male,B.Sc,Microbiology,Research,"Protein expression ;protein purification; Molecular Biology; biochemistry; protein chemistry ;western blotting ;cell culture; cell biology; bioinformatics;
Polymerase Chain Reaction (PCR) ;molecular cloning; microscopy;
Chromatography;
Enzyme Kinetics;
Biophysics electron microscopy;
Cryo-EM;X-ray crystallography;
Static Light Scattering;chromatrography",Research Associate
Female,B.Tech,Computer Science Engineering,Technology;Web Designing;Data analytics,Communication skills;Writing skills;C++;Python;SQL;Java,Associate consultant
Female,B.Tech,Computer science,Web development,Programming Language skills;Problem Solving skills,Associate technology l2
Male,BA,General,Understand human behaviour;Understand human body;Govt. Job;Industires,Active Listening;Hardware skills;Communication skills;Negotiation skills,Lab assistent
Female,B.Tech,Computer Science Engineering,Web Designing,Critical Thinking;Finance related skills;People management;Communication skills;Leadership;Designing skills;Social Media Marketing,Test engineer
Male,B.Tech,Civil Engineering,Industires;SAP Consultant in MM;Construction,"Proeficiency in Software like STAAD PRO, ETABS",Civil & Structural Engineer
Male,B.Tech,Civil Engineering,Construction;Construction Manegement;Urban Planning;Project Management,"Active Listening;Critical Thinking;Gathering Information;Analytical Skills;Finance related skills;Proeficiency in Software like STAAD PRO, ETABS;Good communication skills;SAP",Civil & Structural Engineer
Male,B.Sc,Physics,Social Justice,"Business Knowledge, Sales",Teacher
Male,B.Tech,Mechanical Engineering,Technology,"AI, ML, Python, SQL, Negotiation Skills, Work under Pressure, Leadership, News Gathering, Editing, Market Study, Team work, Derivatives, Excel, Tableau, CATIA , ANSYS ,SOLIDWORKS,CAESAR 2",Mechanical Engineer
Male,B.Tech,Mechanical Engineering,Technology,"Business Knowledge, Leadership, Market Study",Mechanical Engineer
Male,B.Sc,Physics,Social Justice,Leadership,Student (Unemployed)
Male,MBA,Business Administration,"Financial Analysis, Sales/Marketing","Accounting Skills, Business Knowledge, Product Knowledge, Sales",Marketing Manager
Male,B.Tech,Computer Science Engineering,Technology;Data analytics;Data scientist,Programming Language skills;Critical Thinking;Artistic/Creative Skills;Analytical Skills;Machine Learning skills;Python;SQL;Java,Data Scientist
Female,B.Tech,Communication & Political Science,Technology,"Team work, Excel, Designing Skills",Graduate Quality Engineer
Male,B.Sc,Zoology,News Coverage;Understand human behaviour;Govt. Job,Gathering Information,NA
Male,B.Tech,Structural analysis,Technology;Data analytics;Data scientist;Infrastructure;All fields related to Data science.;Design,Active Listening;Hardware skills;Critical Thinking;Mass Communication;R;Python,NA
Male,B.Sc,Computers,Web Designing,Accounting Skills;Active Listening;Programming Language skills;Problem Solving skills;Designing skills;R;Python;SQL;HR;MATLAB,ERP IMPLEMENTATION
Female,B.Sc,Computer Science Engineering,Research;Social Justice;Understand human behaviour;Understand human body;Govt. Job,Active Listening;Programming Language skills;Gathering Information;Artistic/Creative Skills;People management;Communication skills;Leadership;C++;Linux;Java;HR,NA
Female,B.Com,cost and work accounting,Data entry or telecalling work,"Team work, Excel, Writing",Data Analyst
Female,MBA,Computer Science Engineering,Financial Analysis;Technology;Data analytics,Programming Language skills;Analytical Skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL,NA
Male,BE,Electrical and Electronics Engineering,Technology;Data analytics,Programming Language skills;Critical Thinking;Business Knowledge;Analytical Skills;Communication skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence,NA
Female,BA,English,Research;Teaching;Govt. Job;Design;Sports Industry,People management;Leadership;Designing skills;Writing skills;Social Media Marketing,Teacher
Female,B.Tech,Electronics and Communication Engineering,Data Analytics,NO,Junior system engineer trainee
Male,B.Com,Finance,Financial Analysis,Business Knowledge,NA
Male,B.Tech,Mechanical Engineering,Technology;Data analytics;Data scientist,Programming Language skills;Analytical Skills;People management;Communication skills;Leadership;Problem Solving skills;Python;SQL;Java;Teaching,Customer operation associate
Female,BE,Civil Engineering,Technology,"People Management, Observation Skills, Designing Skills",Structural engineer
Male,BE,Mechanical Engineering,Research;Technology;Industires;Design;Product Life cycle Management,Analytical Skills;Communication skills;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Presentation Skills,Design Engineer
Male,B.Tech,Production Engineering,Financial Analysis;Technology;Supply Chain Analysis;Data analytics;Data scientist,Designing skills;Python,NA
Male,B.Tech,Transportation Engineering,"Govt. Job;Agriculture, services;Construction Manegement;Excel",Designing skills;Writing skills;CAD/CAE(autocad/catia/ansys/proE/SeimensNX);construction management,NA
Male,B.Tech,Automobile Engineering,Technology,"Work under Pressure, Leadership, Team work, Excel, Interpersonal Skills, Presentation Skills, Problem Solving skills, Mass Communication, Writing, Risk Managing, Reporting, Reading, Designing Skills",Student (Unemployed)
Male,B.Tech,Computer Science Engineering,"Data scientist,Web development,Social causes,All fields related to Data science.Machine Learning","c;JavaScript;Data Structure;CSS; jQuery ;Angular JS ;javaScript; hTML5 ;css3;
SSIS; ssms; python; react.js ;java Enterprise edition",Software Engineer
Male,MCA,Computer Application,Technology,Programming Language skills;Critical Thinking;Leadership,QA Analyst
Male,B.Tech,Computer Science Engineering,"Data scientist,Web development,Social causes,All fields related to Data science,Machine Learning",CSS;C++;JavaScript;MySQL;Java;SQL;Cascading Style Sheets (CSS);Website Development;jQuery;HTML5;Linux;AJAX;Software Development;XML;CakePHP;CodeIgniter;Laravel;Symfony;Symfony Framework;Git;Angular Command Line Interface (CLI);Yii2,Web Developer
Female,BCA,Java,Information Technology,Communication skills;Writing skills;C++,Data entry
Female,B.Sc,Physics,News Coverage;Research;Sales/Marketing;Social Justice;Teaching,Gathering Information;Artistic/Creative Skills;Analytical Skills;Communication skills,Sales
Male,B.Tech,Electronics and Communication Engineering,"Research, Technology","Python, SQL",Devops Engineer
Female,B.Tech,Electronics and communication,Data analytics;Social media marketing,Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Problem Solving skills;Writing skills;Presentation Skills;Good communication skills,Key Account Manager
Male,B.Tech,Civil,Construction;Construction Manegement,"Proeficiency in Software like STAAD PRO, ETABS",Civil & Structural Engineer
Male,B.Tech,Mechanical Engineering,Data science and Artificial intelligence ,"ML, Python, Analytic Thinking, Business Knowledge, Leadership, Team work, Excel, R, Problem Solving skills, Data science completed by using python and R",Mechanical Engineer
Female,B.Tech,B.E complete,Sales/Marketing;Understand human body;Web Designing;Govt. Job;Gardening;Design,Active Listening;Programming Language skills;Gathering Information;Artistic/Creative Skills;Business Knowledge;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Interpersonal skills;C++;Presentation Skills;Programming Language C,NA
